%nu,H2O/x=.0014/T=296K/P=1atm/L=10cm
7444.864,5.13427695125e-06
7444.865,5.09422021802e-06
7444.866,5.05482108046e-06
7444.867,5.01606789726e-06
7444.868,4.97794930901e-06
7444.869,4.9404542311e-06
7444.87,4.9035718468e-06
7444.871,4.86729160051e-06
7444.872,4.83160319127e-06
7444.873,4.79649656637e-06
7444.874,4.7619619153e-06
7444.875,4.72798966368e-06
7444.876,4.69457046756e-06
7444.877,4.66169520775e-06
7444.878,4.62935498437e-06
7444.879,4.59754111161e-06
7444.88,4.56624511254e-06
7444.881,4.53545871418e-06
7444.882,4.50517384264e-06
7444.883,4.47538261845e-06
7444.884,4.44607735201e-06
7444.885,4.41725053921e-06
7444.886,4.38889485711e-06
7444.887,4.36100315985e-06
7444.888,4.33356847461e-06
7444.889,4.30658399773e-06
7444.89,4.28004309091e-06
7444.891,4.25393927761e-06
7444.892,4.22826623947e-06
7444.893,4.20301781289e-06
7444.894,4.17818798571e-06
7444.895,4.15377089403e-06
7444.896,4.12976081902e-06
7444.897,4.10615218399e-06
7444.898,4.08293955143e-06
7444.899,4.06011762019e-06
7444.9,4.03768122276e-06
7444.901,4.01562532262e-06
7444.902,3.99394501169e-06
7444.903,3.97263550785e-06
7444.904,3.95169215254e-06
7444.905,3.93111040847e-06
7444.906,3.91088585735e-06
7444.907,3.89101419775e-06
7444.908,3.87149124299e-06
7444.909,3.8523129191e-06
7444.91,3.83347526289e-06
7444.911,3.81497442002e-06
7444.912,3.79680664319e-06
7444.913,3.77896829034e-06
7444.914,3.76145582295e-06
7444.915,3.74426580437e-06
7444.916,3.72739489821e-06
7444.917,3.7108398668e-06
7444.918,3.69459756967e-06
7444.919,3.6786649621e-06
7444.92,3.66303909375e-06
7444.921,3.64771710726e-06
7444.922,3.63269623701e-06
7444.923,3.61797380777e-06
7444.924,3.60354723361e-06
7444.925,3.58941401665e-06
7444.926,3.57557174596e-06
7444.927,3.56201809654e-06
7444.928,3.54875082825e-06
7444.929,3.53576778483e-06
7444.93,3.52306689304e-06
7444.931,3.51064616169e-06
7444.932,3.49850368085e-06
7444.933,3.48663762108e-06
7444.934,3.47504623262e-06
7444.935,3.46372784477e-06
7444.936,3.45268086519e-06
7444.937,3.44190377931e-06
7444.938,3.43139514977e-06
7444.939,3.42115361594e-06
7444.94,3.41117789339e-06
7444.941,3.40146677355e-06
7444.942,3.39201912327e-06
7444.943,3.38283388455e-06
7444.944,3.37391007422e-06
7444.945,3.36524678374e-06
7444.946,3.35684317897e-06
7444.947,3.34869850009e-06
7444.948,3.34081206144e-06
7444.949,3.33318325149e-06
7444.95,3.32581153286e-06
7444.951,3.31869644232e-06
7444.952,3.31183759089e-06
7444.953,3.30523466396e-06
7444.954,3.29888742146e-06
7444.955,3.2927956981e-06
7444.956,3.28695940356e-06
7444.957,3.28137852289e-06
7444.958,3.27605311676e-06
7444.959,3.27098332191e-06
7444.96,3.26616935158e-06
7444.961,3.26161149594e-06
7444.962,3.25731012268e-06
7444.963,3.25326567751e-06
7444.964,3.24947868482e-06
7444.965,3.2459497483e-06
7444.966,3.24267955166e-06
7444.967,3.23966885935e-06
7444.968,3.23691851737e-06
7444.969,3.23442945409e-06
7444.97,3.23220268116e-06
7444.971,3.23023929436e-06
7444.972,3.22854047467e-06
7444.973,3.2271074892e-06
7444.974,3.22594169229e-06
7444.975,3.22504452666e-06
7444.976,3.22441752448e-06
7444.977,3.22406230866e-06
7444.978,3.22398059405e-06
7444.979,3.22417418876e-06
7444.98,3.2246449955e-06
7444.981,3.22539501301e-06
7444.982,3.22642633743e-06
7444.983,3.22774116388e-06
7444.984,3.22934178793e-06
7444.985,3.23123060719e-06
7444.986,3.23341012298e-06
7444.987,3.23588294196e-06
7444.988,3.23865177784e-06
7444.989,3.24171945316e-06
7444.99,3.24508890107e-06
7444.991,3.24876316715e-06
7444.992,3.25274541124e-06
7444.993,3.2570389094e-06
7444.994,3.26164705571e-06
7444.995,3.26657336431e-06
7444.996,3.27182147123e-06
7444.997,3.27739513639e-06
7444.998,3.28329824551e-06
7444.999,3.28953481204e-06
7445.0,3.29610897905e-06
7445.001,3.30302502105e-06
7445.002,3.31028734584e-06
7445.003,3.31790049619e-06
7445.004,3.32586915151e-06
7445.005,3.33419812936e-06
7445.006,3.34289238683e-06
7445.007,3.3519570218e-06
7445.008,3.36139727393e-06
7445.009,3.37121852552e-06
7445.01,3.38142630198e-06
7445.011,3.39202627212e-06
7445.012,3.40302424799e-06
7445.013,3.41442618433e-06
7445.014,3.42623817759e-06
7445.015,3.43846646431e-06
7445.016,3.45111741902e-06
7445.017,3.46419755134e-06
7445.018,3.47771350232e-06
7445.019,3.49167203995e-06
7445.02,3.50608005354e-06
7445.021,3.52094454718e-06
7445.022,3.53627263173e-06
7445.023,3.55207151561e-06
7445.024,3.5683484939e-06
7445.025,3.58511093578e-06
7445.026,3.60236627003e-06
7445.027,3.62012196844e-06
7445.028,3.63838552686e-06
7445.029,3.65716444368e-06
7445.03,3.67646619553e-06
7445.031,3.69629820981e-06
7445.032,3.7166678339e-06
7445.033,3.73758230073e-06
7445.034,3.75904869023e-06
7445.035,3.78107388658e-06
7445.036,3.8036645307e-06
7445.037,3.82682696778e-06
7445.038,3.85056718938e-06
7445.039,3.87489076977e-06
7445.04,3.89980279622e-06
7445.041,3.92530779273e-06
7445.042,3.95140963708e-06
7445.043,3.97811147057e-06
7445.044,4.00541560057e-06
7445.045,4.03332339523e-06
7445.046,4.06183517043e-06
7445.047,4.09095006878e-06
7445.048,4.12066593055e-06
7445.049,4.15097915676e-06
7445.05,4.18188456438e-06
7445.051,4.2133752342e-06
7445.052,4.24544235165e-06
7445.053,4.27807504128e-06
7445.054,4.3112601958e-06
7445.055,4.34498230057e-06
7445.056,4.37922325501e-06
7445.057,4.41396219233e-06
7445.058,4.44917529937e-06
7445.059,4.48483563874e-06
7445.06,4.52091297547e-06
7445.061,4.55737361081e-06
7445.062,4.59418022614e-06
7445.063,4.63129174007e-06
7445.064,4.66866318211e-06
7445.065,4.70624558659e-06
7445.066,4.74398591036e-06
7445.067,4.78182697838e-06
7445.068,4.81970746084e-06
7445.069,4.85756188586e-06
7445.07,4.89532069127e-06
7445.071,4.93291031932e-06
7445.072,4.97025335713e-06
7445.073,5.00726872596e-06
7445.074,5.04387192146e-06
7445.075,5.07997530642e-06
7445.076,5.11548845706e-06
7445.077,5.15031856271e-06
7445.078,5.18437087812e-06
7445.079,5.2175492264e-06
7445.08,5.24975654971e-06
7445.081,5.28089550358e-06
7445.082,5.31086908987e-06
7445.083,5.33958132205e-06
7445.084,5.36693791576e-06
7445.085,5.39284699653e-06
7445.086,5.41721981574e-06
7445.087,5.43997146539e-06
7445.088,5.46102158167e-06
7445.089,5.480295027e-06
7445.09,5.49772254041e-06
7445.091,5.51324134598e-06
7445.092,5.5267957096e-06
7445.093,5.53833743514e-06
7445.094,5.54782629163e-06
7445.095,5.55523036431e-06
7445.096,5.56052632371e-06
7445.097,5.56369960823e-06
7445.098,5.56474451711e-06
7445.099,5.56366421255e-06
7445.1,5.56047063101e-06
7445.101,5.55518430579e-06
7445.102,5.54783410397e-06
7445.103,5.53845688291e-06
7445.104,5.52709707244e-06
7445.105,5.51380619e-06
7445.106,5.49864229752e-06
7445.107,5.48166940884e-06
7445.108,5.46295685773e-06
7445.109,5.44257863649e-06
7445.11,5.42061271526e-06
7445.111,5.39714035221e-06
7445.112,5.37224540425e-06
7445.113,5.34601364749e-06
7445.114,5.31853211592e-06
7445.115,5.289888466e-06
7445.116,5.26017037396e-06
7445.117,5.22946497139e-06
7445.118,5.19785832391e-06
7445.119,5.16543495656e-06
7445.12,5.13227742825e-06
7445.121,5.09846595705e-06
7445.122,5.06407809664e-06
7445.123,5.02918846375e-06
7445.124,4.99386851546e-06
7445.125,4.95818637438e-06
7445.126,4.92220669957e-06
7445.127,4.88599060012e-06
7445.128,4.84959558824e-06
7445.129,4.81307556833e-06
7445.13,4.77648085839e-06
7445.131,4.73985824002e-06
7445.132,4.70325103324e-06
7445.133,4.66669919258e-06
7445.134,4.63023942083e-06
7445.135,4.59390529719e-06
7445.136,4.55772741664e-06
7445.137,4.52173353785e-06
7445.138,4.48594873678e-06
7445.139,4.45039556395e-06
7445.14,4.41509420307e-06
7445.141,4.38006262951e-06
7445.142,4.34531676679e-06
7445.143,4.31087064014e-06
7445.144,4.27673652577e-06
7445.145,4.24292509511e-06
7445.146,4.2094455533e-06
7445.147,4.17630577134e-06
7445.148,4.14351241158e-06
7445.149,4.11107104602e-06
7445.15,4.0789862675e-06
7445.151,4.04726179337e-06
7445.152,4.01590056186e-06
7445.153,3.98490482086e-06
7445.154,3.95427620948e-06
7445.155,3.92401583229e-06
7445.156,3.8941243265e-06
7445.157,3.86460192235e-06
7445.158,3.83544849693e-06
7445.159,3.80666362169e-06
7445.16,3.77824660418e-06
7445.161,3.75019652417e-06
7445.162,3.72251226482e-06
7445.163,3.69519253915e-06
7445.164,3.66823591245e-06
7445.165,3.64164082092e-06
7445.166,3.61540558719e-06
7445.167,3.58952843307e-06
7445.168,3.56400748996e-06
7445.169,3.53884080749e-06
7445.17,3.51402636051e-06
7445.171,3.48956205499e-06
7445.172,3.46544573304e-06
7445.173,3.4416751773e-06
7445.174,3.41824811485e-06
7445.175,3.39516222096e-06
7445.176,3.37241512256e-06
7445.177,3.35000440181e-06
7445.178,3.32792759946e-06
7445.179,3.3061822184e-06
7445.18,3.2847657271e-06
7445.181,3.26367556311e-06
7445.182,3.2429091365e-06
7445.183,3.22246383325e-06
7445.184,3.20233701862e-06
7445.185,3.18252604026e-06
7445.186,3.16302823137e-06
7445.187,3.14384091353e-06
7445.188,3.12496139947e-06
7445.189,3.10638699561e-06
7445.19,3.08811500442e-06
7445.191,3.07014272663e-06
7445.192,3.0524674632e-06
7445.193,3.03508651722e-06
7445.194,3.01799719563e-06
7445.195,3.00119681078e-06
7445.196,2.98468268193e-06
7445.197,2.9684521367e-06
7445.198,2.95250251238e-06
7445.199,2.93683115723e-06
7445.2,2.92143543181e-06
7445.201,2.90631271021e-06
7445.202,2.89146038141e-06
7445.203,2.87687585052e-06
7445.204,2.86255654023e-06
7445.205,2.84849989212e-06
7445.206,2.83470336818e-06
7445.207,2.8211644523e-06
7445.208,2.80788065179e-06
7445.209,2.79484949899e-06
7445.21,2.78206855294e-06
7445.211,2.76953540098e-06
7445.212,2.75724766045e-06
7445.213,2.74520298037e-06
7445.214,2.73339904306e-06
7445.215,2.72183356577e-06
7445.216,2.71050430224e-06
7445.217,2.69940904417e-06
7445.218,2.68854562265e-06
7445.219,2.67791190944e-06
7445.22,2.66750581817e-06
7445.221,2.65732530541e-06
7445.222,2.64736837165e-06
7445.223,2.6376330621e-06
7445.224,2.62811746739e-06
7445.225,2.61881972422e-06
7445.226,2.60973801579e-06
7445.227,2.6008705722e-06
7445.228,2.5922156708e-06
7445.229,2.58377163641e-06
7445.23,2.57553684152e-06
7445.231,2.56750970646e-06
7445.232,2.55968869957e-06
7445.233,2.55207233732e-06
7445.234,2.54465918449e-06
7445.235,2.53744785437e-06
7445.236,2.53043700897e-06
7445.237,2.52362535931e-06
7445.238,2.51701166574e-06
7445.239,2.51059473828e-06
7445.24,2.50437343713e-06
7445.241,2.49834667307e-06
7445.242,2.49251340808e-06
7445.243,2.48687265589e-06
7445.244,2.48142348264e-06
7445.245,2.47616500758e-06
7445.246,2.47109640376e-06
7445.247,2.46621689886e-06
7445.248,2.46152577594e-06
7445.249,2.4570223743e-06
7445.25,2.45270609031e-06
7445.251,2.44857637835e-06
7445.252,2.44463275166e-06
7445.253,2.44087478333e-06
7445.254,2.43730210724e-06
7445.255,2.43391441907e-06
7445.256,2.43071147733e-06
7445.257,2.42769310443e-06
7445.258,2.42485918777e-06
7445.259,2.42220968094e-06
7445.26,2.41974460483e-06
7445.261,2.41746404899e-06
7445.262,2.41536817286e-06
7445.263,2.41345720719e-06
7445.264,2.41173145545e-06
7445.265,2.41019129539e-06
7445.266,2.40883718062e-06
7445.267,2.40766964228e-06
7445.268,2.40668929084e-06
7445.269,2.40589681796e-06
7445.27,2.40529299845e-06
7445.271,2.40487869239e-06
7445.272,2.40465484731e-06
7445.273,2.40462250048e-06
7445.274,2.40478278142e-06
7445.275,2.40513691443e-06
7445.276,2.40568622135e-06
7445.277,2.40643212443e-06
7445.278,2.40737614939e-06
7445.279,2.40851992862e-06
7445.28,2.4098652046e-06
7445.281,2.41141383352e-06
7445.282,2.41316778905e-06
7445.283,2.41512916639e-06
7445.284,2.41730018656e-06
7445.285,2.41968320093e-06
7445.286,2.42228069597e-06
7445.287,2.42509529843e-06
7445.288,2.42812978065e-06
7445.289,2.43138706638e-06
7445.29,2.43487023679e-06
7445.291,2.43858253697e-06
7445.292,2.44252738283e-06
7445.293,2.44670836831e-06
7445.294,2.45112927321e-06
7445.295,2.4557940714e-06
7445.296,2.46070693955e-06
7445.297,2.46587226647e-06
7445.298,2.47129466298e-06
7445.299,2.47697897245e-06
7445.3,2.48293028194e-06
7445.301,2.48915393411e-06
7445.302,2.49565553985e-06
7445.303,2.50244099169e-06
7445.304,2.50951647811e-06
7445.305,2.51688849867e-06
7445.306,2.52456388019e-06
7445.307,2.53254979387e-06
7445.308,2.54085377348e-06
7445.309,2.54948373481e-06
7445.31,2.55844799617e-06
7445.311,2.5677553003e-06
7445.312,2.57741483756e-06
7445.313,2.58743627063e-06
7445.314,2.59782976067e-06
7445.315,2.60860599512e-06
7445.316,2.61977621715e-06
7445.317,2.63135225696e-06
7445.318,2.64334656488e-06
7445.319,2.6557722464e-06
7445.32,2.66864309932e-06
7445.321,2.68197365294e-06
7445.322,2.69577920945e-06
7445.323,2.71007588753e-06
7445.324,2.72488066835e-06
7445.325,2.74021144378e-06
7445.326,2.75608706697e-06
7445.327,2.77252740529e-06
7445.328,2.78955339549e-06
7445.329,2.80718710107e-06
7445.33,2.82545177162e-06
7445.331,2.84437190402e-06
7445.332,2.86397330513e-06
7445.333,2.88428315569e-06
7445.334,2.90533007472e-06
7445.335,2.92714418414e-06
7445.336,2.94975717249e-06
7445.337,2.97320235705e-06
7445.338,2.99751474306e-06
7445.339,3.0227310787e-06
7445.34,3.0488899042e-06
7445.341,3.07603159298e-06
7445.342,3.10419838261e-06
7445.343,3.13343439286e-06
7445.344,3.16378562756e-06
7445.345,3.19529995682e-06
7445.346,3.22802707522e-06
7445.347,3.26201843154e-06
7445.348,3.29732712444e-06
7445.349,3.3340077583e-06
7445.35,3.37211625277e-06
7445.351,3.41170959866e-06
7445.352,3.4528455527e-06
7445.353,3.49558226272e-06
7445.354,3.53997781482e-06
7445.355,3.58608969363e-06
7445.356,3.63397414665e-06
7445.357,3.68368544416e-06
7445.358,3.73527502656e-06
7445.359,3.788790532e-06
7445.36,3.84427469865e-06
7445.361,3.9017641381e-06
7445.362,3.96128797883e-06
7445.363,4.02286638234e-06
7445.364,4.08650893841e-06
7445.365,4.15221295107e-06
7445.366,4.2199616324e-06
7445.367,4.28972222768e-06
7445.368,4.36144410252e-06
7445.369,4.43505682972e-06
7445.37,4.51046832163e-06
7445.371,4.58756306097e-06
7445.372,4.66620049033e-06
7445.373,4.7462136268e-06
7445.374,4.82740797272e-06
7445.375,4.90956079681e-06
7445.376,4.99242086031e-06
7445.377,5.07570866029e-06
7445.378,5.15911725712e-06
7445.379,5.24231374337e-06
7445.38,5.32494139892e-06
7445.381,5.40662256029e-06
7445.382,5.48696221221e-06
7445.383,5.56555228648e-06
7445.384,5.64197662789e-06
7445.385,5.71581656072e-06
7445.386,5.7866569621e-06
7445.387,5.85409272349e-06
7445.388,5.91773545771e-06
7445.389,5.97722028966e-06
7445.39,6.03221255415e-06
7445.391,6.08241421568e-06
7445.392,6.12756982325e-06
7445.393,6.16747181902e-06
7445.394,6.20196503273e-06
7445.395,6.23095021472e-06
7445.396,6.25438648731e-06
7445.397,6.27229262754e-06
7445.398,6.28474713141e-06
7445.399,6.29188704968e-06
7445.4,6.29390562591e-06
7445.401,6.29104880731e-06
7445.402,6.28361073508e-06
7445.403,6.27192835353e-06
7445.404,6.25637530276e-06
7445.405,6.23735527859e-06
7445.406,6.21529505454e-06
7445.407,6.1906373633e-06
7445.408,6.1638338303e-06
7445.409,6.13533814002e-06
7445.41,6.10559959679e-06
7445.411,6.07505721866e-06
7445.412,6.04413447562e-06
7445.413,6.01323475415e-06
7445.414,5.98273759988e-06
7445.415,5.95299576126e-06
7445.416,5.92433302939e-06
7445.417,5.89704284497e-06
7445.418,5.87138762285e-06
7445.419,5.847598728e-06
7445.42,5.82587702494e-06
7445.421,5.80639391506e-06
7445.422,5.78929277302e-06
7445.423,5.77469069356e-06
7445.424,5.76268046383e-06
7445.425,5.75333268241e-06
7445.426,5.74669795383e-06
7445.427,5.74280909718e-06
7445.428,5.74168331648e-06
7445.429,5.74332429104e-06
7445.43,5.74772415301e-06
7445.431,5.75486532849e-06
7445.432,5.76472222649e-06
7445.433,5.77726276683e-06
7445.434,5.79244974399e-06
7445.435,5.81024202844e-06
7445.436,5.8305956109e-06
7445.437,5.85346449753e-06
7445.438,5.87880146584e-06
7445.439,5.90655869251e-06
7445.44,5.93668826477e-06
7445.441,5.969142587e-06
7445.442,6.00387469416e-06
7445.443,6.04083848301e-06
7445.444,6.07998887136e-06
7445.445,6.12128189505e-06
7445.446,6.16467475104e-06
7445.447,6.21012579449e-06
7445.448,6.25759449682e-06
7445.449,6.30704137059e-06
7445.45,6.35842786668e-06
7445.451,6.41171624828e-06
7445.452,6.46686944564e-06
7445.453,6.52385089503e-06
7445.454,6.58262436471e-06
7445.455,6.64315377054e-06
7445.456,6.70540298311e-06
7445.457,6.76933562847e-06
7445.458,6.83491488376e-06
7445.459,6.9021032693e-06
7445.46,6.97086243826e-06
7445.461,7.04115296496e-06
7445.462,7.1129341329e-06
7445.463,7.18616372344e-06
7445.464,7.26079780599e-06
7445.465,7.33679053077e-06
7445.466,7.41409392501e-06
7445.467,7.4926576935e-06
7445.468,7.57242902473e-06
7445.469,7.65335240345e-06
7445.47,7.735369431e-06
7445.471,7.81841865452e-06
7445.472,7.90243540636e-06
7445.473,7.98735165503e-06
7445.474,8.07309586925e-06
7445.475,8.15959289634e-06
7445.476,8.24676385685e-06
7445.477,8.33452605667e-06
7445.478,8.42279291857e-06
7445.479,8.51147393464e-06
7445.48,8.60047464133e-06
7445.481,8.68969661881e-06
7445.482,8.77903751611e-06
7445.483,8.86839110374e-06
7445.484,8.95764735507e-06
7445.485,9.046692558e-06
7445.486,9.13540945789e-06
7445.487,9.22367743297e-06
7445.488,9.31137270283e-06
7445.489,9.39836857078e-06
7445.49,9.48453570024e-06
7445.491,9.56974242519e-06
7445.492,9.6538550945e-06
7445.493,9.73673844935e-06
7445.494,9.81825603292e-06
7445.495,9.89827063082e-06
7445.496,9.97664474061e-06
7445.497,1.00532410683e-05
7445.498,1.01279230493e-05
7445.499,1.02005553905e-05
7445.5,1.02710046313e-05
7445.501,1.03391397182e-05
7445.502,1.04048325912e-05
7445.503,1.04679587751e-05
7445.504,1.05283979743e-05
7445.505,1.0586034663e-05
7445.506,1.0640758669e-05
7445.507,1.06924657439e-05
7445.508,1.07410581159e-05
7445.509,1.07864450194e-05
7445.51,1.08285431975e-05
7445.511,1.08672773712e-05
7445.512,1.09025806724e-05
7445.513,1.09343950349e-05
7445.514,1.09626715406e-05
7445.515,1.09873707165e-05
7445.516,1.1008462781e-05
7445.517,1.10259278343e-05
7445.518,1.10397559943e-05
7445.519,1.10499474729e-05
7445.52,1.10565125957e-05
7445.521,1.10594717613e-05
7445.522,1.10588553437e-05
7445.523,1.10547035359e-05
7445.524,1.10470661395e-05
7445.525,1.10360022995e-05
7445.526,1.10215801888e-05
7445.527,1.10038766451e-05
7445.528,1.09829767642e-05
7445.529,1.09589734523e-05
7445.53,1.09319669443e-05
7445.531,1.09020642896e-05
7445.532,1.0869378813e-05
7445.533,1.08340295536e-05
7445.534,1.07961406878e-05
7445.535,1.07558409411e-05
7445.536,1.07132629937e-05
7445.537,1.06685428843e-05
7445.538,1.06218194175e-05
7445.539,1.05732335783e-05
7445.54,1.05229279584e-05
7445.541,1.04710461986e-05
7445.542,1.04177324487e-05
7445.543,1.03631308512e-05
7445.544,1.03073850485e-05
7445.545,1.02506377177e-05
7445.546,1.01930301344e-05
7445.547,1.01347017671e-05
7445.548,1.00757899035e-05
7445.549,1.00164293092e-05
7445.55,9.95675191933e-06
7445.551,9.89688656358e-06
7445.552,9.83695872383e-06
7445.553,9.77709032434e-06
7445.554,9.71739955355e-06
7445.555,9.6580007165e-06
7445.556,9.59900411683e-06
7445.557,9.54051596682e-06
7445.558,9.48263832415e-06
7445.559,9.42546905362e-06
7445.56,9.3691018123e-06
7445.561,9.31362605622e-06
7445.562,9.25912706689e-06
7445.563,9.20568599581e-06
7445.564,9.15337992514e-06
7445.565,9.10228194285e-06
7445.566,9.05246123047e-06
7445.567,9.00398316179e-06
7445.568,8.95690941098e-06
7445.569,8.9112980683e-06
7445.57,8.8672037622e-06
7445.571,8.82467778616e-06
7445.572,8.78376822903e-06
7445.573,8.74452010771e-06
7445.574,8.70697550077e-06
7445.575,8.67117368221e-06
7445.576,8.63715125415e-06
7445.577,8.60494227769e-06
7445.578,8.57457840103e-06
7445.579,8.54608898413e-06
7445.58,8.51950121921e-06
7445.581,8.49484024651e-06
7445.582,8.47212926476e-06
7445.583,8.45138963577e-06
7445.584,8.43264098293e-06
7445.585,8.41590128292e-06
7445.586,8.40118695062e-06
7445.587,8.3885129166e-06
7445.588,8.37789269722e-06
7445.589,8.36933845683e-06
7445.59,8.36286106209e-06
7445.591,8.35847012807e-06
7445.592,8.35617405606e-06
7445.593,8.35598006289e-06
7445.594,8.35789420169e-06
7445.595,8.36192137391e-06
7445.596,8.36806533263e-06
7445.597,8.37632867691e-06
7445.598,8.38671283722e-06
7445.599,8.39921805194e-06
7445.6,8.41384333474e-06
7445.601,8.43058643294e-06
7445.602,8.4494437768e-06
7445.603,8.47041041975e-06
7445.604,8.49347996959e-06
7445.605,8.51864451071e-06
7445.606,8.54589451745e-06
7445.607,8.57521875863e-06
7445.608,8.6066041936e-06
7445.609,8.64003585969e-06
7445.61,8.67549675163e-06
7445.611,8.71296769305e-06
7445.612,8.75242720044e-06
7445.613,8.79385134003e-06
7445.614,8.83721357807e-06
7445.615,8.88248462511e-06
7445.616,8.92963227484e-06
7445.617,8.97862123842e-06
7445.618,9.02941297494e-06
7445.619,9.08196551915e-06
7445.62,9.13623330744e-06
7445.621,9.19216700324e-06
7445.622,9.24971332318e-06
7445.623,9.30881486543e-06
7445.624,9.36940994175e-06
7445.625,9.43143241491e-06
7445.626,9.49481154334e-06
7445.627,9.55947183482e-06
7445.628,9.62533291134e-06
7445.629,9.69230938713e-06
7445.63,9.76031076219e-06
7445.631,9.82924133363e-06
7445.632,9.899000127e-06
7445.633,9.96948085023e-06
7445.634,1.00405718725e-05
7445.635,1.01121562303e-05
7445.636,1.01841116636e-05
7445.637,1.02563106833e-05
7445.638,1.03286206737e-05
7445.639,1.04009040308e-05
7445.64,1.04730183387e-05
7445.641,1.05448165859e-05
7445.642,1.06161474229e-05
7445.643,1.06868554617e-05
7445.644,1.07567816184e-05
7445.645,1.08257634997e-05
7445.646,1.08936358317e-05
7445.647,1.0960230932e-05
7445.648,1.10253792235e-05
7445.649,1.10889097882e-05
7445.65,1.11506509589e-05
7445.651,1.12104309472e-05
7445.652,1.12680785028e-05
7445.653,1.13234236022e-05
7445.654,1.13762981614e-05
7445.655,1.14265367688e-05
7445.656,1.14739774321e-05
7445.657,1.1518462335e-05
7445.658,1.15598385959e-05
7445.659,1.15979590239e-05
7445.66,1.16326828653e-05
7445.661,1.16638765334e-05
7445.662,1.16914143148e-05
7445.663,1.17151790466e-05
7445.664,1.17350627569e-05
7445.665,1.17509672621e-05
7445.666,1.17628047165e-05
7445.667,1.17704981059e-05
7445.668,1.17739816825e-05
7445.669,1.17732013352e-05
7445.67,1.17681148912e-05
7445.671,1.17586923468e-05
7445.672,1.17449160228e-05
7445.673,1.17267806452e-05
7445.674,1.17042933482e-05
7445.675,1.16774736012e-05
7445.676,1.16463530585e-05
7445.677,1.16109753359e-05
7445.678,1.15713957143e-05
7445.679,1.15276807749e-05
7445.68,1.14799079688e-05
7445.681,1.14281651276e-05
7445.682,1.13725499166e-05
7445.683,1.13131692405e-05
7445.684,1.12501386038e-05
7445.685,1.11835814346e-05
7445.686,1.11136283777e-05
7445.687,1.10404165634e-05
7445.688,1.09640888589e-05
7445.689,1.08847931094e-05
7445.69,1.08026813746e-05
7445.691,1.07179091677e-05
7445.692,1.06306347025e-05
7445.693,1.05410181542e-05
7445.694,1.04492209391e-05
7445.695,1.03554050189e-05
7445.696,1.02597322325e-05
7445.697,1.01623636594e-05
7445.698,1.00634590194e-05
7445.699,9.96317610901e-06
7445.7,9.86167027851e-06
7445.701,9.7590939503e-06
7445.702,9.65559618016e-06
7445.703,9.55132226179e-06
7445.704,9.44641337482e-06
7445.705,9.34100627608e-06
7445.706,9.23523303339e-06
7445.707,9.12922080096e-06
7445.708,9.02309163495e-06
7445.709,8.91696234771e-06
7445.71,8.81094439875e-06
7445.711,8.70514382067e-06
7445.712,8.59966117756e-06
7445.713,8.49459155391e-06
7445.714,8.39002457156e-06
7445.715,8.28604443232e-06
7445.716,8.18272998395e-06
7445.717,8.08015480696e-06
7445.718,7.97838732021e-06
7445.719,7.87749090269e-06
7445.72,7.77752402959e-06
7445.721,7.67854042039e-06
7445.722,7.58058919705e-06
7445.723,7.4837150505e-06
7445.724,7.38795841345e-06
7445.725,7.29335563822e-06
7445.726,7.19993917784e-06
7445.727,7.1077377691e-06
7445.728,7.01677661647e-06
7445.729,6.9270775755e-06
7445.73,6.83865933495e-06
7445.731,6.75153759665e-06
7445.732,6.66572525231e-06
7445.733,6.58123255667e-06
7445.734,6.49806729642e-06
7445.735,6.41623495433e-06
7445.736,6.3357388683e-06
7445.737,6.25658038503e-06
7445.738,6.17875900793e-06
7445.739,6.10227253922e-06
7445.74,6.02711721612e-06
7445.741,5.95328784095e-06
7445.742,5.88077790521e-06
7445.743,5.80957970762e-06
7445.744,5.73968446627e-06
7445.745,5.67108242478e-06
7445.746,5.60376295278e-06
7445.747,5.53771464076e-06
7445.748,5.47292538943e-06
7445.749,5.40938249378e-06
7445.75,5.34707272204e-06
7445.751,5.28598238971e-06
7445.752,5.22609742884e-06
7445.753,5.1674034528e-06
7445.754,5.10988581671e-06
7445.755,5.05352967372e-06
7445.756,4.99832002741e-06
7445.757,4.94424178043e-06
7445.758,4.89127977961e-06
7445.759,4.83941885768e-06
7445.76,4.78864387193e-06
7445.761,4.73893973977e-06
7445.762,4.69029147155e-06
7445.763,4.64268420069e-06
7445.764,4.5961032113e-06
7445.765,4.55053396348e-06
7445.766,4.50596211638e-06
7445.767,4.46237354916e-06
7445.768,4.41975438002e-06
7445.769,4.3780909833e-06
7445.77,4.33737000491e-06
7445.771,4.29757837599e-06
7445.772,4.25870332508e-06
7445.773,4.22073238868e-06
7445.774,4.18365342042e-06
7445.775,4.14745459879e-06
7445.776,4.1121244335e-06
7445.777,4.07765177052e-06
7445.778,4.04402579574e-06
7445.779,4.01123603742e-06
7445.78,3.9792723672e-06
7445.781,3.94812499984e-06
7445.782,3.91778449157e-06
7445.783,3.88824173701e-06
7445.784,3.85948796468e-06
7445.785,3.83151473089e-06
7445.786,3.80431391206e-06
7445.787,3.77787769534e-06
7445.788,3.75219856737e-06
7445.789,3.72726930112e-06
7445.79,3.70308294064e-06
7445.791,3.67963278358e-06
7445.792,3.65691236135e-06
7445.793,3.63491541664e-06
7445.794,3.6136358783e-06
