%nu,H2O/x=.0014/T=296K/P=1atm/L=10cm
7443.925,1.15212084969e-06
7443.926,1.15521207579e-06
7443.927,1.15832954513e-06
7443.928,1.16147345588e-06
7443.929,1.16464400783e-06
7443.93,1.16784140249e-06
7443.931,1.17106584317e-06
7443.932,1.17431753503e-06
7443.933,1.17759668517e-06
7443.934,1.18090350273e-06
7443.935,1.18423819896e-06
7443.936,1.18760098728e-06
7443.937,1.19099208336e-06
7443.938,1.19441170523e-06
7443.939,1.19786007333e-06
7443.94,1.20133741057e-06
7443.941,1.20484394247e-06
7443.942,1.20837989716e-06
7443.943,1.21194550551e-06
7443.944,1.21554100121e-06
7443.945,1.21916662079e-06
7443.946,1.22282260377e-06
7443.947,1.22650919268e-06
7443.948,1.23022663315e-06
7443.949,1.23397517403e-06
7443.95,1.2377550674e-06
7443.951,1.24156656868e-06
7443.952,1.24540993671e-06
7443.953,1.24928543381e-06
7443.954,1.25319332588e-06
7443.955,1.25713388245e-06
7443.956,1.26110737677e-06
7443.957,1.2651140859e-06
7443.958,1.26915429074e-06
7443.959,1.27322827618e-06
7443.96,1.27733633111e-06
7443.961,1.28147874854e-06
7443.962,1.28565582567e-06
7443.963,1.28986786394e-06
7443.964,1.29411516916e-06
7443.965,1.29839805155e-06
7443.966,1.30271682584e-06
7443.967,1.30707181134e-06
7443.968,1.31146333203e-06
7443.969,1.31589171664e-06
7443.97,1.32035729873e-06
7443.971,1.32486041679e-06
7443.972,1.3294014143e-06
7443.973,1.33398063984e-06
7443.974,1.33859844716e-06
7443.975,1.34325519528e-06
7443.976,1.34795124858e-06
7443.977,1.35268697686e-06
7443.978,1.35746275549e-06
7443.979,1.36227896545e-06
7443.98,1.36713599345e-06
7443.981,1.37203423202e-06
7443.982,1.3769740796e-06
7443.983,1.38195594066e-06
7443.984,1.38698022579e-06
7443.985,1.39204735177e-06
7443.986,1.39715774173e-06
7443.987,1.40231182522e-06
7443.988,1.40751003832e-06
7443.989,1.41275282375e-06
7443.99,1.41804063099e-06
7443.991,1.4233739164e-06
7443.992,1.4287531433e-06
7443.993,1.43417878212e-06
7443.994,1.4396513105e-06
7443.995,1.44517121345e-06
7443.996,1.4507389834e-06
7443.997,1.45635512039e-06
7443.998,1.4620201322e-06
7443.999,1.46773453443e-06
7444.0,1.47349885068e-06
7444.001,1.47931361265e-06
7444.002,1.48517936033e-06
7444.003,1.49109664209e-06
7444.004,1.49706601486e-06
7444.005,1.50308804424e-06
7444.006,1.50916330471e-06
7444.007,1.51529237973e-06
7444.008,1.52147586192e-06
7444.009,1.52771435321e-06
7444.01,1.53400846503e-06
7444.011,1.54035881845e-06
7444.012,1.54676604436e-06
7444.013,1.55323078365e-06
7444.014,1.55975368739e-06
7444.015,1.56633541698e-06
7444.016,1.57297664441e-06
7444.017,1.57967805237e-06
7444.018,1.58644033449e-06
7444.019,1.59326419553e-06
7444.02,1.60015035159e-06
7444.021,1.6070995303e-06
7444.022,1.61411247105e-06
7444.023,1.6211899252e-06
7444.024,1.62833265632e-06
7444.025,1.63554144038e-06
7444.026,1.64281706602e-06
7444.027,1.65016033478e-06
7444.028,1.65757206131e-06
7444.029,1.66505307368e-06
7444.03,1.67260421359e-06
7444.031,1.68022633663e-06
7444.032,1.68792031259e-06
7444.033,1.69568702568e-06
7444.034,1.70352737485e-06
7444.035,1.71144227404e-06
7444.036,1.71943265252e-06
7444.037,1.72749945515e-06
7444.038,1.7356436427e-06
7444.039,1.74386619217e-06
7444.04,1.75216809711e-06
7444.041,1.76055036795e-06
7444.042,1.76901403233e-06
7444.043,1.77756013545e-06
7444.044,1.78618974046e-06
7444.045,1.79490392874e-06
7444.046,1.80370380036e-06
7444.047,1.81259047441e-06
7444.048,1.82156508943e-06
7444.049,1.83062880375e-06
7444.05,1.83978279597e-06
7444.051,1.84902826534e-06
7444.052,1.85836643219e-06
7444.053,1.8677985384e-06
7444.054,1.87732584783e-06
7444.055,1.88694964682e-06
7444.056,1.8966712446e-06
7444.057,1.90649197386e-06
7444.058,1.9164131912e-06
7444.059,1.92643627769e-06
7444.06,1.93656263934e-06
7444.061,1.94679370772e-06
7444.062,1.95713094046e-06
7444.063,1.96757582183e-06
7444.064,1.97812986339e-06
7444.065,1.98879460453e-06
7444.066,1.99957161311e-06
7444.067,2.01046248614e-06
7444.068,2.02146885039e-06
7444.069,2.0325923631e-06
7444.07,2.04383471268e-06
7444.071,2.05519761941e-06
7444.072,2.06668283622e-06
7444.073,2.07829214939e-06
7444.074,2.09002737943e-06
7444.075,2.10189038179e-06
7444.076,2.11388304781e-06
7444.077,2.12600730548e-06
7444.078,2.13826512041e-06
7444.079,2.15065849674e-06
7444.08,2.16318947806e-06
7444.081,2.17586014847e-06
7444.082,2.18867263353e-06
7444.083,2.20162910139e-06
7444.084,2.21473176385e-06
7444.085,2.22798287753e-06
7444.086,2.24138474507e-06
7444.087,2.25493971635e-06
7444.088,2.26865018977e-06
7444.089,2.28251861364e-06
7444.09,2.29654748756e-06
7444.091,2.31073936388e-06
7444.092,2.32509684924e-06
7444.093,2.3396226062e-06
7444.094,2.35431935489e-06
7444.095,2.36918987479e-06
7444.096,2.38423700661e-06
7444.097,2.39946365418e-06
7444.098,2.41487278656e-06
7444.099,2.43046744017e-06
7444.1,2.44625072105e-06
7444.101,2.46222580724e-06
7444.102,2.47839595132e-06
7444.103,2.494764483e-06
7444.104,2.51133481193e-06
7444.105,2.52811043052e-06
7444.106,2.545094917e-06
7444.107,2.5622919385e-06
7444.108,2.5797052543e-06
7444.109,2.59733871905e-06
7444.11,2.61519628613e-06
7444.111,2.63328201094e-06
7444.112,2.6516000541e-06
7444.113,2.67015468454e-06
7444.114,2.68895028228e-06
7444.115,2.70799134084e-06
7444.116,2.72728246916e-06
7444.117,2.74682839269e-06
7444.118,2.76663395364e-06
7444.119,2.78670411012e-06
7444.12,2.80704393377e-06
7444.121,2.82765860585e-06
7444.122,2.84855341144e-06
7444.123,2.86973373155e-06
7444.124,2.89120503301e-06
7444.125,2.91297285603e-06
7444.126,2.93504279959e-06
7444.127,2.95742050463e-06
7444.128,2.98011163571e-06
7444.129,3.00312186141e-06
7444.13,3.02645683442e-06
7444.131,3.05012217229e-06
7444.132,3.07412343993e-06
7444.133,3.09846613526e-06
7444.134,3.12315567929e-06
7444.135,3.14819741226e-06
7444.136,3.1735965969e-06
7444.137,3.19935843028e-06
7444.138,3.2254880648e-06
7444.139,3.25199063923e-06
7444.14,3.27887131947e-06
7444.141,3.30613534894e-06
7444.142,3.33378810745e-06
7444.143,3.36183517709e-06
7444.144,3.39028241314e-06
7444.145,3.41913601763e-06
7444.146,3.44840261283e-06
7444.147,3.47808931177e-06
7444.148,3.508203783e-06
7444.149,3.5387543068e-06
7444.15,3.56974982069e-06
7444.151,3.60119995222e-06
7444.152,3.63311503804e-06
7444.153,3.6655061286e-06
7444.154,3.69838497877e-06
7444.155,3.73176402546e-06
7444.156,3.76565635366e-06
7444.157,3.80007565323e-06
7444.158,3.83503616897e-06
7444.159,3.8705526466e-06
7444.16,3.90664027786e-06
7444.161,3.94331464708e-06
7444.162,3.98059168211e-06
7444.163,4.01848761149e-06
7444.164,4.05701892975e-06
7444.165,4.09620237193e-06
7444.166,4.13605489797e-06
7444.167,4.17659368727e-06
7444.168,4.21783614296e-06
7444.169,4.25979990537e-06
7444.17,4.30250287349e-06
7444.171,4.34596323357e-06
7444.172,4.3901994932e-06
7444.173,4.43523051983e-06
7444.174,4.48107558232e-06
7444.175,4.52775439448e-06
7444.176,4.57528715955e-06
7444.177,4.62369461487e-06
7444.178,4.67299807617e-06
7444.179,4.72321948105e-06
7444.18,4.77438143151e-06
7444.181,4.82650723532e-06
7444.182,4.87962094646e-06
7444.183,4.93374740471e-06
7444.184,4.98891227455e-06
7444.185,5.04514208378e-06
7444.186,5.10246426204e-06
7444.187,5.16090717962e-06
7444.188,5.22050018676e-06
7444.189,5.28127365385e-06
7444.19,5.34325901273e-06
7444.191,5.40648879937e-06
7444.192,5.47099669819e-06
7444.193,5.53681758822e-06
7444.194,5.6039875913e-06
7444.195,5.67254412265e-06
7444.196,5.74252594378e-06
7444.197,5.81397321817e-06
7444.198,5.88692756968e-06
7444.199,5.96143214413e-06
7444.2,6.037531674e-06
7444.201,6.1152725466e-06
7444.202,6.19470287585e-06
7444.203,6.27587257793e-06
7444.204,6.35883345099e-06
7444.205,6.44363925916e-06
7444.206,6.53034582111e-06
7444.207,6.61901110353e-06
7444.208,6.70969531963e-06
7444.209,6.80246103311e-06
7444.21,6.89737326799e-06
7444.211,6.99449962439e-06
7444.212,7.09391040099e-06
7444.213,7.19567872428e-06
7444.214,7.29988068523e-06
7444.215,7.40659548375e-06
7444.216,7.51590558149e-06
7444.217,7.62789686353e-06
7444.218,7.74265880948e-06
7444.219,7.86028467472e-06
7444.22,7.98087168234e-06
7444.221,8.10452122663e-06
7444.222,8.23133908883e-06
7444.223,8.36143566591e-06
7444.224,8.49492621351e-06
7444.225,8.63193110377e-06
7444.226,8.77257609929e-06
7444.227,8.91699264427e-06
7444.228,9.06531817408e-06
7444.229,9.2176964446e-06
7444.23,9.37427788281e-06
7444.231,9.53521996006e-06
7444.232,9.70068758988e-06
7444.233,9.87085355199e-06
7444.234,1.00458989446e-05
7444.235,1.02260136671e-05
7444.236,1.04113969353e-05
7444.237,1.06022578323e-05
7444.238,1.07988158967e-05
7444.239,1.10013017521e-05
7444.24,1.12099577809e-05
7444.241,1.1425038845e-05
7444.242,1.16468130586e-05
7444.243,1.18755626162e-05
7444.244,1.21115846804e-05
7444.245,1.23551923349e-05
7444.246,1.26067156072e-05
7444.247,1.28665025675e-05
7444.248,1.31349205094e-05
7444.249,1.34123572197e-05
7444.25,1.36992223442e-05
7444.251,1.39959488577e-05
7444.252,1.43029946475e-05
7444.253,1.46208442179e-05
7444.254,1.49500105287e-05
7444.255,1.52910369762e-05
7444.256,1.56444995304e-05
7444.257,1.60110090402e-05
7444.258,1.63912137209e-05
7444.259,1.67858018398e-05
7444.26,1.71955046143e-05
7444.261,1.76210993415e-05
7444.262,1.80634127762e-05
7444.263,1.85233247779e-05
7444.264,1.90017722474e-05
7444.265,1.94997533736e-05
7444.266,2.00183322149e-05
7444.267,2.05586436369e-05
7444.268,2.11218986324e-05
7444.269,2.17093900461e-05
7444.27,2.23224987295e-05
7444.271,2.29627001485e-05
7444.272,2.36315714658e-05
7444.273,2.43307991185e-05
7444.274,2.50621869048e-05
7444.275,2.58276645926e-05
7444.276,2.66292970534e-05
7444.277,2.74692939161e-05
7444.278,2.83500197253e-05
7444.279,2.92740045726e-05
7444.28,3.02439551515e-05
7444.281,3.12627661642e-05
7444.282,3.23335319809e-05
7444.283,3.3459558419e-05
7444.284,3.46443744701e-05
7444.285,3.58917437556e-05
7444.286,3.72056754392e-05
7444.287,3.85904342595e-05
7444.288,4.00505492778e-05
7444.289,4.15908208555e-05
7444.29,4.32163252884e-05
7444.291,4.49324164333e-05
7444.292,4.67447235602e-05
7444.293,4.86591445653e-05
7444.294,5.06818335763e-05
7444.295,5.28191818893e-05
7444.296,5.50777910909e-05
7444.297,5.74644371551e-05
7444.298,5.99860242638e-05
7444.299,6.26495270956e-05
7444.3,6.54619203653e-05
7444.301,6.8430094487e-05
7444.302,7.15607563827e-05
7444.303,7.48603146751e-05
7444.304,7.83347487865e-05
7444.305,8.19894618235e-05
7444.306,8.58291175446e-05
7444.307,8.98574621948e-05
7444.308,9.40771325196e-05
7444.309,9.84894518428e-05
7444.31,0.000103094216682
7444.311,0.000107889476975
7444.312,0.000112871313598
7444.313,0.000118033617411
7444.314,0.000123367874659
7444.315,0.000128862964079
7444.316,0.000134504971553
7444.317,0.000140277028665
7444.318,0.000146159181913
7444.319,0.000152128299721
7444.32,0.000158158024678
7444.321,0.000164218778534
7444.322,0.000170277827447
7444.323,0.000176299414612
7444.324,0.000182244966706
7444.325,0.000188073379504
7444.326,0.000193741386418
7444.327,0.0001992040117
7444.328,0.000204415107473
7444.329,0.000209327970821
7444.33,0.000213896033825
7444.331,0.000218073615895
7444.332,0.000221816724104
7444.333,0.000225083883718
7444.334,0.000227836977902
7444.335,0.000230042072901
7444.336,0.000231670203075
7444.337,0.000232698089208
7444.338,0.000233108763688
7444.339,0.00023289207759
7444.34,0.000232045067478
7444.341,0.000230572163758
7444.342,0.000228485227673
7444.343,0.000225803410129
7444.344,0.0002225528324
7444.345,0.000218766095779
7444.346,0.000214481634203
7444.347,0.000209742930232
7444.348,0.000204597620255
7444.349,0.000199096518944
7444.35,0.000193292595714
7444.351,0.00018723993701
7444.352,0.000180992727688
7444.353,0.000174604282654
7444.354,0.000168126156429
7444.355,0.00016160735375
7444.356,0.000155093658945
7444.357,0.000148627095986
7444.358,0.000142245525204
7444.359,0.000135982376907
7444.36,0.000129866516908
7444.361,0.00012392223442
7444.362,0.000118169339139
7444.363,0.000112623351679
7444.364,0.000107295769893
7444.365,0.000102194392966
7444.366,9.73236854901e-05
7444.367,9.26851647561e-05
7444.368,8.82777962036e-05
7444.369,8.40983840762e-05
7444.37,8.01419466794e-05
7444.371,7.64020680762e-05
7444.372,7.28712204022e-05
7444.373,6.95410531509e-05
7444.374,6.64026476732e-05
7444.375,6.34467367134e-05
7444.376,6.06638900511e-05
7444.377,5.80446682441e-05
7444.378,5.55797470993e-05
7444.379,5.32600158723e-05
7444.38,5.10766523604e-05
7444.381,4.90211780546e-05
7444.382,4.70854963879e-05
7444.383,4.52619169115e-05
7444.384,4.35431679689e-05
7444.385,4.19224001465e-05
7444.386,4.03931824914e-05
7444.387,3.89494931947e-05
7444.388,3.75857061746e-05
7444.389,3.6296574745e-05
7444.39,3.50772133406e-05
7444.391,3.3923078075e-05
7444.392,3.28299467491e-05
7444.393,3.17938987845e-05
7444.394,3.08112954439e-05
7444.395,2.98787606048e-05
7444.396,2.89931622762e-05
7444.397,2.81515949851e-05
7444.398,2.73513631134e-05
7444.399,2.65899652251e-05
7444.4,2.58650793962e-05
7444.401,2.51745495386e-05
7444.402,2.45163726918e-05
7444.403,2.38886872469e-05
7444.404,2.32897620573e-05
7444.405,2.27179863892e-05
7444.406,2.21718606604e-05
7444.407,2.16499879143e-05
7444.408,2.11510659794e-05
7444.409,2.06738802635e-05
7444.41,2.02172971342e-05
7444.411,1.97802578406e-05
7444.412,1.9361772932e-05
7444.413,1.89609171349e-05
7444.414,1.85768246486e-05
7444.415,1.82086848262e-05
7444.416,1.78557382073e-05
7444.417,1.75172728738e-05
7444.418,1.71926211013e-05
7444.419,1.68811562795e-05
7444.42,1.65822900815e-05
7444.421,1.62954698589e-05
7444.422,1.60201762431e-05
7444.423,1.57559209384e-05
7444.424,1.55022446872e-05
7444.425,1.52587153954e-05
7444.426,1.50249264039e-05
7444.427,1.48004948943e-05
7444.428,1.45850604177e-05
7444.429,1.43782835368e-05
7444.43,1.41798445725e-05
7444.431,1.39894424462e-05
7444.432,1.38067936109e-05
7444.433,1.36316310638e-05
7444.434,1.34637034348e-05
7444.435,1.33027741446e-05
7444.436,1.31486206281e-05
7444.437,1.3001033617e-05
7444.438,1.28598164799e-05
7444.439,1.2724784613e-05
7444.44,1.25957648811e-05
7444.441,1.24725951025e-05
7444.442,1.23551235783e-05
7444.443,1.2243208661e-05
7444.444,1.21367183611e-05
7444.445,1.20355299902e-05
7444.446,1.19395298378e-05
7444.447,1.18486128804e-05
7444.448,1.17626825226e-05
7444.449,1.16816503672e-05
7444.45,1.16054360145e-05
7444.451,1.15339668899e-05
7444.452,1.14671780982e-05
7444.453,1.14050123053e-05
7444.454,1.13474196456e-05
7444.455,1.12943576558e-05
7444.456,1.12457912348e-05
7444.457,1.12016926291e-05
7444.458,1.11620414449e-05
7444.459,1.11268246865e-05
7444.46,1.10960368214e-05
7444.461,1.1069679873e-05
7444.462,1.1047763542e-05
7444.463,1.10303053567e-05
7444.464,1.1017330853e-05
7444.465,1.10088737867e-05
7444.466,1.10049763777e-05
7444.467,1.10056895892e-05
7444.468,1.10110734417e-05
7444.469,1.10211973651e-05
7444.47,1.10361405907e-05
7444.471,1.10559925836e-05
7444.472,1.10808535191e-05
7444.473,1.11108348053e-05
7444.474,1.11460596528e-05
7444.475,1.11866636953e-05
7444.476,1.1232795662e-05
7444.477,1.12846181049e-05
7444.478,1.13423081826e-05
7444.479,1.14060585017e-05
7444.48,1.14760780178e-05
7444.481,1.15525929959e-05
7444.482,1.16358480309e-05
7444.483,1.17261071261e-05
7444.484,1.18236548279e-05
7444.485,1.19287974117e-05
7444.486,1.20418641139e-05
7444.487,1.21632084e-05
7444.488,1.22932092567e-05
7444.489,1.24322724943e-05
7444.49,1.25808320354e-05
7444.491,1.27393511674e-05
7444.492,1.29083237245e-05
7444.493,1.30882751594e-05
7444.494,1.32797634567e-05
7444.495,1.34833798288e-05
7444.496,1.36997491234e-05
7444.497,1.39295298608e-05
7444.498,1.41734138035e-05
7444.499,1.44321249447e-05
7444.5,1.47064177889e-05
7444.501,1.49970747785e-05
7444.502,1.53049027038e-05
7444.503,1.56307279205e-05
7444.504,1.59753901814e-05
7444.505,1.633973488e-05
7444.506,1.67246034984e-05
7444.507,1.71308220488e-05
7444.508,1.7559187312e-05
7444.509,1.8010450691e-05
7444.51,1.84852995355e-05
7444.511,1.89843358391e-05
7444.512,1.95080522797e-05
7444.513,2.00568056597e-05
7444.514,2.06307879077e-05
7444.515,2.12299949343e-05
7444.516,2.18541937744e-05
7444.517,2.25028886151e-05
7444.518,2.31752864769e-05
7444.519,2.38702634885e-05
7444.52,2.45863328692e-05
7444.521,2.53216158813e-05
7444.522,2.60738171393e-05
7444.523,2.68402057478e-05
7444.524,2.76176037664e-05
7444.525,2.84023834685e-05
7444.526,2.91904747467e-05
7444.527,2.99773838359e-05
7444.528,3.07582242482e-05
7444.529,3.15277604712e-05
7444.53,3.22804645592e-05
7444.531,3.30105852739e-05
7444.532,3.37122289166e-05
7444.533,3.43794504653e-05
7444.534,3.50063531152e-05
7444.535,3.55871938385e-05
7444.536,3.61164921714e-05
7444.537,3.6589139119e-05
7444.538,3.70005028673e-05
7444.539,3.734652793e-05
7444.54,3.76238244395e-05
7444.541,3.78297445241e-05
7444.542,3.79624430905e-05
7444.543,3.80209208389e-05
7444.544,3.80050479527e-05
7444.545,3.79155675961e-05
7444.546,3.77540790939e-05
7444.547,3.75230014085e-05
7444.548,3.72255182424e-05
7444.549,3.68655067413e-05
7444.55,3.64474523168e-05
7444.551,3.59763525349e-05
7444.552,3.54576132973e-05
7444.553,3.4896940677e-05
7444.554,3.43002317563e-05
7444.555,3.36734676587e-05
7444.556,3.30226116884e-05
7444.557,3.23535151086e-05
7444.558,3.16718326315e-05
7444.559,3.09829491854e-05
7444.56,3.02919189969e-05
7444.561,2.9603417504e-05
7444.562,2.89217061271e-05
7444.563,2.82506094831e-05
7444.564,2.75935042565e-05
7444.565,2.69533186437e-05
7444.566,2.63325410681e-05
7444.567,2.57332367314e-05
7444.568,2.51570705056e-05
7444.569,2.46053346768e-05
7444.57,2.40789801213e-05
7444.571,2.35786496038e-05
7444.572,2.31047120315e-05
7444.573,2.26572966626e-05
7444.574,2.22363264423e-05
7444.575,2.18415498112e-05
7444.576,2.14725704968e-05
7444.577,2.11288749509e-05
7444.578,2.08098572272e-05
7444.579,2.05148412097e-05
7444.58,2.02431001943e-05
7444.581,1.99938738984e-05
7444.582,1.97663830316e-05
7444.583,1.95598415942e-05
7444.584,1.93734671001e-05
7444.585,1.92064889278e-05
7444.586,1.90581550099e-05
7444.587,1.89277370658e-05
7444.588,1.88145345734e-05
7444.589,1.87178776614e-05
7444.59,1.86371290907e-05
7444.591,1.8571685474e-05
7444.592,1.85209778678e-05
7444.593,1.84844718546e-05
7444.594,1.84616672166e-05
7444.595,1.84520972881e-05
7444.596,1.845532806e-05
7444.597,1.84709570994e-05
7444.598,1.84986123349e-05
7444.599,1.85379507497e-05
7444.6,1.85886570171e-05
7444.601,1.86504421053e-05
7444.602,1.87230418723e-05
7444.603,1.88062156687e-05
7444.604,1.88997449587e-05
7444.605,1.90034319696e-05
7444.606,1.91170983757e-05
7444.607,1.92405840178e-05
7444.608,1.93737456641e-05
7444.609,1.95164558087e-05
7444.61,1.96686015084e-05
7444.611,1.98300832565e-05
7444.612,2.00008138886e-05
7444.613,2.01807175188e-05
7444.614,2.03697285016e-05
7444.615,2.05677904153e-05
7444.616,2.07748550624e-05
7444.617,2.09908814827e-05
7444.618,2.12158349735e-05
7444.619,2.14496861135e-05
7444.62,2.16924097834e-05
7444.621,2.19439841806e-05
7444.622,2.22043898222e-05
7444.623,2.24736085317e-05
7444.624,2.27516224052e-05
7444.625,2.3038412753e-05
7444.626,2.33339590126e-05
7444.627,2.36382376288e-05
7444.628,2.39512208993e-05
7444.629,2.42728757809e-05
7444.63,2.46031626554e-05
7444.631,2.49420340523e-05
7444.632,2.52894333287e-05
7444.633,2.56452933036e-05
7444.634,2.60095348483e-05
7444.635,2.63820654343e-05
7444.636,2.67627776394e-05
7444.637,2.71515476155e-05
7444.638,2.7548233523e-05
7444.639,2.79526739354e-05
7444.64,2.83646862222e-05
7444.641,2.87840649167e-05
7444.642,2.92105800787e-05
7444.643,2.96439756613e-05
7444.644,3.00839678961e-05
7444.645,3.05302437074e-05
7444.646,3.09824591732e-05
7444.647,3.14402380469e-05
7444.648,3.19031703598e-05
7444.649,3.23708111219e-05
7444.65,3.28426791418e-05
7444.651,3.33182559886e-05
7444.652,3.37969851159e-05
7444.653,3.42782711737e-05
7444.654,3.4761479529e-05
7444.655,3.52459360222e-05
7444.656,3.57309269799e-05
7444.657,3.62156995094e-05
7444.658,3.66994620957e-05
7444.659,3.7181385523e-05
7444.66,3.76606041381e-05
7444.661,3.81362174742e-05
7444.662,3.86072922465e-05
7444.663,3.90728647326e-05
7444.664,3.95319435415e-05
7444.665,3.99835127757e-05
7444.666,4.04265355826e-05
7444.667,4.08599580877e-05
7444.668,4.12827136967e-05
7444.669,4.16937277476e-05
7444.67,4.20919224887e-05
7444.671,4.24762223506e-05
7444.672,4.28455594776e-05
7444.673,4.31988794751e-05
7444.674,4.35351473266e-05
7444.675,4.38533534277e-05
7444.676,4.4152519681e-05
7444.677,4.4431705591e-05
7444.678,4.46900142968e-05
7444.679,4.4926598478e-05
7444.68,4.51406660663e-05
7444.681,4.53314856995e-05
7444.682,4.54983918511e-05
7444.683,4.56407895754e-05
7444.684,4.57581588075e-05
7444.685,4.58500581656e-05
7444.686,4.59161282054e-05
7444.687,4.5956094086e-05
7444.688,4.59697676108e-05
7444.689,4.59570486176e-05
7444.69,4.59179256984e-05
7444.691,4.58524762404e-05
7444.692,4.57608657863e-05
7444.693,4.56433467233e-05
7444.694,4.55002563186e-05
7444.695,4.53320141252e-05
7444.696,4.51391187952e-05
7444.697,4.49221443382e-05
7444.698,4.46817358766e-05
7444.699,4.44186049475e-05
7444.7,4.41335244125e-05
7444.701,4.3827323035e-05
7444.702,4.35008797904e-05
7444.703,4.31551179743e-05
7444.704,4.2790999174e-05
7444.705,4.24095171691e-05
7444.706,4.20116918236e-05
7444.707,4.15985630304e-05
7444.708,4.11711847645e-05
7444.709,4.0730619298e-05
7444.71,4.02779316239e-05
7444.711,3.9814184132e-05
7444.712,3.93404315732e-05
7444.713,3.88577163428e-05
7444.714,3.83670641092e-05
7444.715,3.78694798057e-05
7444.716,3.73659439997e-05
7444.717,3.68574096475e-05
7444.718,3.63447992369e-05
7444.719,3.58290023158e-05
7444.72,3.53108734014e-05
7444.721,3.47912302577e-05
7444.722,3.42708525306e-05
7444.723,3.37504807208e-05
7444.724,3.32308154788e-05
7444.725,3.27125171985e-05
7444.726,3.21962058903e-05
7444.727,3.16824613073e-05
7444.728,3.11718233045e-05
7444.729,3.06647924051e-05
7444.73,3.01618305515e-05
7444.731,2.96633620192e-05
7444.732,2.91697744698e-05
7444.733,2.86814201243e-05
7444.734,2.81986170353e-05
7444.735,2.77216504408e-05
7444.736,2.72507741825e-05
7444.737,2.67862121714e-05
7444.738,2.63281598883e-05
7444.739,2.58767859038e-05
7444.74,2.54322334078e-05
7444.741,2.49946217354e-05
7444.742,2.4564047881e-05
7444.743,2.41405879909e-05
7444.744,2.37242988257e-05
7444.745,2.33152191867e-05
7444.746,2.29133712978e-05
7444.747,2.25187621396e-05
7444.748,2.2131384729e-05
7444.749,2.17512193401e-05
7444.75,2.13782346653e-05
7444.751,2.10123889117e-05
7444.752,2.06536308322e-05
7444.753,2.03019006918e-05
7444.754,1.99571311672e-05
7444.755,1.9619248182e-05
7444.756,1.92881716798e-05
7444.757,1.8963816336e-05
7444.758,1.86460922124e-05
7444.759,1.83349053587e-05
7444.76,1.80301583625e-05
7444.761,1.77317508542e-05
7444.762,1.7439579969e-05
7444.763,1.71535407704e-05
7444.764,1.6873526639e-05
7444.765,1.65994296303e-05
7444.766,1.63311408026e-05
7444.767,1.6068550521e-05
7444.768,1.58115487363e-05
7444.769,1.55600252431e-05
7444.77,1.53138699172e-05
7444.771,1.50729729349e-05
7444.772,1.48372249732e-05
7444.773,1.46065173948e-05
7444.774,1.43807424144e-05
7444.775,1.41597932516e-05
7444.776,1.39435642666e-05
7444.777,1.37319510827e-05
7444.778,1.35248506941e-05
7444.779,1.33221615603e-05
7444.78,1.31237836881e-05
7444.781,1.29296187012e-05
7444.782,1.27395698994e-05
7444.783,1.25535423063e-05
7444.784,1.23714427082e-05
7444.785,1.21931796842e-05
7444.786,1.20186636277e-05
7444.787,1.18478067614e-05
7444.788,1.16805231451e-05
7444.789,1.15167286785e-05
7444.79,1.13563410984e-05
7444.791,1.11992799709e-05
7444.792,1.10454666809e-05
7444.793,1.08948244165e-05
7444.794,1.07472781517e-05
7444.795,1.06027546258e-05
7444.796,1.04611823205e-05
7444.797,1.03224914356e-05
7444.798,1.01866138625e-05
7444.799,1.00534831565e-05
7444.8,9.92303450847e-06
7444.801,9.79520471469e-06
7444.802,9.66993214679e-06
7444.803,9.54715672072e-06
7444.804,9.42681986539e-06
7444.805,9.30886449108e-06
7444.806,9.19323495764e-06
7444.807,9.07987704266e-06
7444.808,8.96873790965e-06
7444.809,8.85976607635e-06
7444.81,8.75291138326e-06
7444.811,8.6481249623e-06
7444.812,8.54535920593e-06
7444.813,8.44456773649e-06
7444.814,8.345705376e-06
7444.815,8.24872811635e-06
7444.816,8.15359308994e-06
7444.817,8.06025854083e-06
7444.818,7.9686837964e-06
7444.819,7.87882923944e-06
7444.82,7.79065628088e-06
7444.821,7.704127333e-06
7444.822,7.61920578323e-06
7444.823,7.53585596845e-06
7444.824,7.45404314994e-06
7444.825,7.37373348879e-06
7444.826,7.29489402198e-06
7444.827,7.21749263893e-06
7444.828,7.14149805866e-06
7444.829,7.06687980754e-06
7444.83,6.99360819747e-06
7444.831,6.92165430478e-06
7444.832,6.85098994949e-06
7444.833,6.78158767525e-06
7444.834,6.71342072971e-06
7444.835,6.64646304545e-06
7444.836,6.58068922139e-06
7444.837,6.51607450474e-06
7444.838,6.4525947734e-06
7444.839,6.39022651883e-06
7444.84,6.32894682945e-06
7444.841,6.26873337441e-06
7444.842,6.20956438792e-06
7444.843,6.1514186539e-06
7444.844,6.09427549113e-06
7444.845,6.03811473884e-06
7444.846,5.98291674262e-06
7444.847,5.92866234082e-06
7444.848,5.87533285126e-06
7444.849,5.82291005842e-06
7444.85,5.77137620087e-06
7444.851,5.72071395916e-06
7444.852,5.67090644402e-06
7444.853,5.6219371849e-06
7444.854,5.57379011885e-06
7444.855,5.52644957974e-06
7444.856,5.47990028773e-06
7444.857,5.4341273391e-06
7444.858,5.38911619639e-06
7444.859,5.34485267878e-06
7444.86,5.30132295275e-06
7444.861,5.25851352307e-06
7444.862,5.21641122401e-06
7444.863,5.17500321077e-06
